CASE_ID,CLUSTER
2025163442,3
2025163480,3
2025163638,3
2025163660,3
2025163701,3
2025163743,3
2025163852,0
2025163906,3
2025163987,3
2025164175,3
2025164334,3
2025164368,3
2025164408,0
2025164431,3
2025164459,3
2025164592,3
2025164618,3
2025164755,3
2025164798,3
2025164918,3
2025164998,0
2025165091,3
2025165142,3
2025165271,3
2025165290,3
2025165305,3
2025165432,3
2025165479,0
2025166110,3
2025166291,3
2025166536,3
2025166553,3
2025166565,3
2025166620,3
2025166678,3
2025166756,3
2025166816,3
2025166873,3
2025166884,3
2025166893,0
2025166968,3
2025166994,2
2025167013,3
2025167365,2
2025167548,0
2025167641,2
2025168091,2
2025168161,2
2025168255,2
2025168312,2
2025168366,2
2025168380,2
2025168388,2
2025168502,2
2025168678,0
2025168764,0
2025168763,2
2025168756,2
2025168794,2
2025168863,2
2025168928,2
2025169027,2
2025169032,0
2025169345,2
2025169375,2
2025169499,2
2025169556,2
2025169728,2
2025169759,2
2025169810,0
2025169836,2
2025169843,2
2025169942,0
2025169985,2
2025170096,0
2025170264,2
2025170316,2
2025170509,2
2025170522,2
2025170550,2
2025170692,2
2025170749,2
2025170952,2
2025170963,0
2025171033,2
2025171118,2
2025171194,2
2025171230,0
2025171244,2
2025171543,3
2025171555,3
2025171660,3
2025171670,3
2025171672,3
2025171780,3
2025171854,3
2025171930,3
2025171946,3
2025172067,3
2025172142,3
2025172147,3
2025172175,3
2025172233,3
2025172374,3
2025172480,3
2025172729,3
2025172769,3
2025172880,3
2025172951,0
2025172958,3
2025173011,3
2025173112,3
2025173130,3
2025173152,3
2025173299,3
2025173359,3
2025173477,3
2025173488,3
2025173635,3
2025173647,3
2025173795,3
2025173848,3
2025173869,3
2025173900,3
2025174028,3
2025174215,3
2025174271,3
2025174351,3
2025174394,3
2025174403,3
2025174452,3
2025174504,0
2025174617,3
2025174655,3
2025174712,3
2025174880,0
2025174999,3
2025175063,3
2025175109,3
2025175150,3
2025175162,3
2025175333,3
2025175369,0
2025175491,3
2025175585,3
2025175627,3
2025175706,3
2025175749,3
2025175846,3
2025175942,3
2025175976,3
2025176008,3
2025176200,3
2025176256,3
2025176499,2
2025176643,2
2025176805,2
2025176887,2
2025176913,2
2025176920,2
2025176923,2
2025176939,2
2025176948,0
2025176983,2
2025177234,0
2025177280,2
2025177355,2
2025177394,2
2025177640,2
2025177705,2
2025177904,2
2025178226,2
2025178259,2
2025178272,2
2025178420,2
2025178536,2
2025178575,2
2025178619,2
2025178872,2
2025179020,2
2025179064,2
2025179153,2
2025179318,2
2025179320,2
2025179455,2
2025179569,2
2025179601,2
2025179653,2
2025179658,2
2025179780,2
2025180006,2
2025180123,2
2025180147,2
2025180234,2
2025180258,2
2025180271,2
2025180277,2
2025180545,2
2025180669,2
2025180789,2
2025180995,2
2025181028,2
