CASE_ID,CLUSTER
2025305943,0
2025305974,1
2025306070,1
2025306083,1
2025306111,1
2025306317,0
2025306378,1
2025306456,1
2025306495,1
2025306514,0
2025306594,1
2025306626,1
2025306685,1
2025307065,1
2025307092,1
2025307156,1
2025307276,1
2025307358,1
2025307459,1
2025307481,1
2025307488,1
2025307558,1
2025307585,1
2025307704,1
2025307721,1
2025307766,1
2025308298,1
2025308618,1
2025308864,1
2025309035,0
2025309736,1
2025310006,1
2025310025,1
2025310044,1
2025310508,1
2025310646,1
2025310691,1
2025310762,1
2025310974,1
2025311011,1
2025311034,1
2025311039,1
2025311066,1
2025311167,1
2025311202,1
2025311206,1
2025311500,1
2025311534,1
2025311762,1
2025311945,1
2025312214,1
2025312428,1
2025312490,1
2025312685,1
2025312742,1
2025313199,1
2025313213,1
2025313277,1
2025313348,1
2025313464,1
2025313577,1
2025313690,1
2025313830,1
2025313866,1
2025314109,1
2025314419,0
2025314431,1
2025315033,1
2025315222,0
2025315228,1
2025315296,1
2025315365,0
2025315363,1
2025315372,1
2025315495,1
2025315492,1
2025315640,1
2025315797,1
2025316021,1
2025316099,1
2025316132,1
2025316273,1
2025316343,1
2025316517,1
2025316512,1
2025316852,1
2025317127,1
2025317150,1
2025317485,1
2025317503,1
2025317513,0
2025317621,1
2025317659,1
2025317886,1
2025318142,1
2025318464,1
2025318547,1
2025318586,1
2025318615,1
2025318617,0
2025318770,1
2025318939,1
2025318987,1
2025319038,1
2025319047,1
2025319124,1
2025319322,1
2025319810,1
2025319838,1
2025319906,1
2025319920,1
2025319956,1
2025319987,1
2025320058,1
2025320080,1
2025320200,1
2025320271,1
2025320483,1
2025320516,1
2025320971,1
2025321113,1
2025321221,1
2025321216,1
2025321261,1
2025321270,1
2025321329,1
2025321545,1
2025321620,1
2025321664,1
2025321735,1
2025321979,1
2025322217,1
2025322391,1
2025322399,1
2025322513,1
2025322765,1
2025322827,1
2025322902,0
2025322979,1
2025323011,1
2025323027,1
2025323204,1
2025323223,1
2025323318,1
2025323393,1
2025323402,1
2025323411,1
2025323769,1
2025323757,0
2025323831,1
2025323996,1
2025324109,0
2025324171,0
2025324296,1
2025324371,1
2025324547,1
2025324693,1
2025324717,1
2025324804,1
2025324900,1
2025324945,1
2025325093,1
2025325098,1
2025325171,1
2025325360,1
2025325437,1
2025325500,1
2025325512,1
2025325536,0
2025325596,1
2025325661,1
2025325821,1
2025325839,1
2025326021,1
2025326046,1
2025326092,1
2025326198,1
2025326268,1
2025326380,1
2025326497,0
2025326555,1
2025326922,1
